topic,keywords
0,bumn
1,"danantarabangunnegeri, terpercaya, nasional"
2,"danantaraporosinvestasi, investasi, pemerintah, sinergi"
4,"gerakcepatekonomihebat, transformasi, bumn, global, efisien, bupati, gubernur, hasto, sukses"
3,"bpi, danantaraporosinvestasi, asing, investasi, dukung"
5,"kota, dukungan, danantaraporosinvestasi, masyarakat"
