topic,keywords
0,"yg, bumn"
2,"terpercaya, ekonomi, nasional"
1,"investasi, ekonomi, pemerintah"
3,"gerakcepatekonomihebat, transformasi, ekonomi, bumn, global, efisien, bupati, gubernur, hasto, sukses"
